Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
City,Charlotte Hall,MD,Charles County,Charlotte Hall,0.321103794
City,Cherry Grove,OH,Hamilton County,Cherry Grove,6.936030103
City,Chesapeake Beach,MD,Calvert County,Chesapeake Beach,0.007881773
City,Chester,MA,Hampden County,Chester,3.164310954
City,Chestertown,MD,Kent County,Chestertown,1.045011601
City,Chicopee,MA,Hampden County,Chicopee,1.699293094
City,Chillicothe,MO,Livingston County,Chillicothe,0.154589372
City,Chiloquin,OR,Klamath County,Chiloquin,3.405305367
City,Christiana,TN,Rutherford County,Christiana,3.066878981
City,Church Hill,TN,Hawkins County,Church Hill,-5.191607284
City,Clackamas,OR,Clackamas County,Clackamas,0.630645161
City,Clanton,AL,Chilton County,Clanton,-1.869641295
City,Claremont,CA,Los Angeles County,Claremont,-0.677207811
City,Clarendon Hills,IL,DuPage County,Clarendon Hills,-1.281870596
City,Clarinda,IA,Page County,Clarinda,-0.061696658
City,Claude,TX,Armstrong County,Claude,-0.009478673
City,Claverack,NY,Columbia County,Claverack,6.074762121
City,Clayton,NM,Union County,Clayton,0.463604853
City,Clayton,WA,Stevens County,Clayton,10.00234632
City,Clear Lake,IN,Steuben County,Clear Lake,4.150428266
City,Clear Lake,MN,Sherburne County,Clear Lake,3.572589191
City,Clearfield,PA,Clearfield County,Clearfield,-1.57080292
City,Clearwater,KS,Sedgwick County,Clearwater,4.173752311
City,Clinton,LA,East Feliciana Parish,Clinton,-8.24125
City,Clintonville,WI,Waupaca County,Clintonville,2.09125964
City,Coal City,WV,Raleigh County,Coal City,-6.055248619
City,Colchester,IL,McDonough County,Colchester,1.223552894
City,Collegedale,TN,Hamilton County,Collegedale,3.294517637
City,Colleyville,TX,Tarrant County,Colleyville,1.356794697
City,Columbia,TN,Maury County,Columbia,4.283209352
City,Columbia City,IN,Whitley County,Columbia City,3.521419829
City,Colwich,KS,Sedgwick County,Colwich,3.44756447
City,Conley,GA,Dekalb County,Conley,4.808656036
City,Conoy,PA,Lancaster County,Conoy,-1.521543086
City,Conway,MA,Franklin County,Conway,-1.567519545
City,Conway,SC,Horry County,Conway,3.485822306
City,Cool Ridge,WV,Raleigh County,Cool Ridge,-2.171256454
City,Coopersville,MI,Ottawa County,Coopersville,-1.294648614
City,Cordova,AL,Walker County,Cordova,10.11764706
City,Cornville,AZ,Yavapai County,Cornville,5.595268542
City,Corydon,IN,Harrison County,Corydon,3.3099631
City,Coshocton,OH,Coshocton County,Coshocton,1.489117984
City,Cosmopolis,WA,Grays Harbor County,Cosmopolis,5.14237936
City,Council Bluffs,IA,Pottawattamie County,Council Bluffs,0.985074627
City,Coweta,OK,Wagoner County,Coweta,4.621145374
City,Cranford,NJ,Union County,Cranford,-2.134095634
City,Cranston,RI,Providence County,Cranston,2.510989011
City,Crescent,PA,Allegheny County,Crescent,-2.459973753
City,Crescent Springs,KY,Kenton County,Crescent Springs,5.843575419
City,Crisfield,MD,Somerset County,Crisfield,-4.100981767
City,Crosby,MN,Crow Wing County,Crosby,-2.814624099
City,Crosby,TX,Harris County,Crosby,4.072276717
City,Crossville,TN,Cumberland County,Crossville,3.035196687
City,Crowley,TX,Tarrant County,Crowley,4.421858501
City,Crown Point,IN,Lake County,Crown Point,3.399054983
City,Cudahy,CA,Los Angeles County,Cudahy,2.211841513
City,Cullowhee,NC,Jackson County,Cullowhee,1.188029925
City,Custer,WI,Portage County,Custer,4.245074483
City,Daingerfield,TX,Morris County,Daingerfield,0.060945274
City,Dallastown,PA,York County,Dallastown,2.217647059
City,Daly City,CA,San Mateo County,Daly City,-1.368948075
City,Damascus,PA,Wayne County,Damascus,8.519613417
City,Danbury,CT,Fairfield County,Danbury,0.633121469
City,Danvers,MA,Essex County,Danvers,5.054019835
City,Danville,IA,Des Moines County,Danville,2.67610748
City,Dayton,OH,Montgomery County,Dayton,-1.687128713
City,Dayton,TN,Rhea County,Dayton,8.483164983
City,Dayton,VA,Rockingham County,Dayton,0.150451887
City,Deale,MD,Anne Arundel County,Deale,0.146093523
City,Deerfield,IL,Lake County,Deerfield,-2.413033286
City,Defiance,OH,Defiance County,Defiance,3.678571429
City,Delano,TN,Polk County,Delano,5.944664032
City,Delray Beach,FL,Palm Beach County,Delray Beach,3.611918605
City,Deltaville,VA,Middlesex County,Deltaville,-0.235448866
City,Dennis,MA,Barnstable County,Dennis,1.805882353
City,Depauw,IN,Harrison County,Depauw,5.884266263
City,Discovery Bay,CA,Contra Costa County,Discovery Bay,-0.214982636
City,Doniphan,NE,Hall County,Doniphan,5.085449416
City,Dowell,MD,Calvert County,Dowell,-1.599415205
City,Doylestown,OH,Wayne County,Doylestown,4.332084894
City,Dracut,MA,Middlesex County,Dracut,0.854068396
City,Duanesburg,NY,Schenectady County,Duanesburg,1.2
City,Dudley,MA,Worcester County,Dudley,-0.377216145
City,Duncanville,TX,Dallas County,Duncanville,4.474413646
City,Dundas,MN,Rice County,Dundas,4.462653779
City,Dupont,PA,Luzerne County,Dupont,5.889303483
City,Durant,IA,Cedar County,Durant,0.111533587
City,Durant,OK,Bryan County,Durant,2.06097561
City,Durham,NY,Greene County,Durham,-0.064302885
City,Eagle Mountain,UT,Utah County,Eagle Mountain,4.581865435
City,Eagle Pass,TX,Maverick County,Eagle Pass,2.144970414
City,East Kingston,NH,Rockingham County,East Kingston,-0.062077922
City,East Leroy,MI,Calhoun County,East Leroy,1.511734029
City,East Mc Keesport,PA,Allegheny County,East Mc Keesport,0.9968
Neighborhood,East Walpole,MA,Norfolk County,Walpole,-1.563405088
City,Eaton,CO,Weld County,Eaton,1.796518987
City,Edgewood,FL,Orange County,Edgewood,1.43024032
City,Edgewood,OH,Ashtabula County,Edgewood,0.930203046
City,Edinburg,NY,Saratoga County,Edinburg,2.2693541
City,Edon,OH,Williams County,Edon,-1.127353267
City,Edwardsburg,MI,Cass County,Edwardsburg,7.85067007
City,El Campo,TX,Wharton County,El Campo,0.197358767
City,El Dorado Springs,MO,Cedar County,El Dorado Springs,-0.538987688
City,Elizabeth,NJ,Union County,Elizabeth,8.53340081
City,Elk Mound,WI,Dunn County,Elk Mound,6.70226378
City,Elkhart,KS,Morton County,Elkhart,-0.114254625
City,Ellicott City,MD,Howard County,Ellicott City,1.45102079
City,Elm Springs,AR,Washington County,Elm Springs,2.271043224
City,Elma,NY,Erie County,Elma,3.179574791
City,Elmont,NY,Nassau County,Elmont,4.68607379
City,Elmwood,WI,Pierce County,Elmwood,1.114435303
City,Elwood,IL,Will County,Elwood,0.724698479
City,Endicott,NY,Broome County,Endicott,-2.438867439
City,Englewood Cliffs,NJ,Bergen County,Englewood Cliffs,-1.034459459
City,Estill Springs,TN,Franklin County,Estill Springs,8.539263377
City,Evanston,WY,Uinta County,Evanston,-3.580430328
City,Evansville,IN,Vanderburgh County,Evansville,2.200166113
City,Evensville,TN,Rhea County,Evensville,7.063872255
City,Exton,PA,Chester County,Exton,-1.506643269
City,Fair Play,SC,Oconee County,Fair Play,4.42450495
City,Fairburn,GA,Fulton County,Fairburn,5.453044963
City,Fairland,IN,Shelby County,Fairland,7.244523387
City,Fairview,TX,Collin County,Fairview,-0.287398005
City,Fairview,WV,Marion County,Fairview,-0.023068051
City,Fairview Heights,IL,Saint Clair County,Fairview Heights,2.767381974
City,Faison,NC,Duplin County,Faison,3.026957638
City,Fall River,MA,Bristol County,Fall River,2.2576785
City,Fallston,MD,Harford County,Fallston,1.715196328
City,Farmdale,OH,Trumbull County,Farmdale,-0.083614865
City,Farmerville,LA,Union Parish,Farmerville,2.756283321
City,Farmingdale,NY,Nassau County,Farmingdale,3.277175116
City,Farmington,MN,Dakota County,Farmington,2.035314685
City,Fayetteville,AR,Washington County,Fayetteville,4.394832276
City,Fenton,MO,Saint Louis County,Fenton,-0.640823478
City,Ferdinand,IN,Dubois County,Ferdinand,3.976758794
City,Fergus Falls,MN,Otter Tail County,Fergus Falls,3.848506919
City,Fernley,NV,Lyon County,Fernley,2.896015936
City,Finneytown,OH,Hamilton County,Finneytown,4.47054437
City,Fircrest,WA,Pierce County,Fircrest,4.754045307
City,Firestone,CO,Weld County,Firestone,2.500501756
City,Flagler Beach,FL,Flagler County,Flagler Beach,-0.587552402
City,Flagstaff,AZ,Coconino County,Flagstaff,3.019042581
City,Fletcher,NC,Henderson County,Fletcher,3.133333333
City,Flintstone,MD,Allegany County,Flintstone,3.347931873
City,Flora,MS,Madison County,Flora,5.48156682
City,Florence,MT,Ravalli County,Florence,-2.133070627
City,Florissant,MO,Saint Louis County,Florissant,4.618371212
City,Flovilla,GA,Butts County,Flovilla,0.132473623
City,Foley,MN,Benton County,Foley,1.308447937
City,Forest Hill,MD,Harford County,Forest Hill,0.801636569
City,Forest Hills,MI,Kent County,Forest Hills,3.005737705
City,Forest Hills,PA,Allegheny County,Forest Hills,0.66088214
City,Forsyth,MO,Taney County,Forsyth,4.473848556
City,Fort Lauderdale,FL,Broward County,Fort Lauderdale,-1.166506871
City,Fort Mill,SC,York County,Fort Mill,2.068917988
City,Fort Myers,FL,Lee County,Fort Myers,0.25676317
City,Fort Oglethorpe,GA,Catoosa County,Fort Oglethorpe,3.830143541
City,Foster,RI,Providence County,Foster,4.595150399
City,Foster City,CA,San Mateo County,Foster City,-6.977665892
City,Fowler,IN,Benton County,Fowler,6.796082949
City,Foxboro,WI,Douglas County,Foxboro,2.077809798
City,Framingham,MA,Middlesex County,Framingham,0.850893266
City,Franconia,VA,Fairfax County,Franconia,0.629420699
City,Franklin,IL,Morgan County,Franklin,0.120622568
City,Franklin,NC,Macon County,Franklin,6.625712476
City,Franklin,NJ,Somerset County,Franklin,1.10488677
City,Fraser,MI,Macomb County,Fraser,3.050314465
City,Fredon,NJ,Sussex County,Fredon,-0.140853659
City,Freeland,MI,Saginaw County,Freeland,2.637330183
City,Fridley,MN,Anoka County,Fridley,2.735384615
City,Galesburg,IL,Knox County,Galesburg,1.56394453
City,Galeville,NY,Onondaga County,Galeville,-2.798638132
City,Garden City,KS,Finney County,Garden City,2.555628272
City,Garden City,NY,Nassau County,Garden City,-1.205538394
City,Gardendale,AL,Jefferson County,Gardendale,1.339102564
City,Gardner,MA,Worcester County,Gardner,-3.742039935
City,Gardnerville,NV,Douglas County,Gardnerville,2.918449198
City,Garfield,AR,Benton County,Garfield,3.029385965
City,Garfield Heights,OH,Cuyahoga County,Garfield Heights,1.529500756
City,Gates Mills,OH,Cuyahoga County,Gates Mills,2.163793103
City,Gaylord,MI,Otsego County,Gaylord,7.058777429
City,Georgetown,KY,Scott County,Georgetown,4.76529012
City,German Flatts,NY,Herkimer County,German Flatts,3.547120419
City,Germantown,MD,Montgomery County,Germantown,0.685827552
City,Germantown,OH,Montgomery County,Germantown,5.958672087
City,Gerrardstown,WV,Berkeley County,Gerrardstown,0.755037783
City,Gibraltar,MI,Wayne County,Gibraltar,-0.685273159
City,Gibson City,IL,Ford County,Gibson City,2.292340885
City,Gilford,NH,Belknap County,Gilford,2.074032319
City,Glen Allen,VA,Henrico County,Glen Allen,1.865199876
City,Glencoe,MN,McLeod County,Glencoe,4.155128205
City,Glenolden,PA,Delaware County,Glenolden,7.509422111
City,Glenwood,MD,Howard County,Glenwood,1.209295612
City,Glenwood City,WI,Saint Croix County,Glenwood City,6.156633548
City,Gloucester,NJ,Camden County,Gloucester,0.027807487
City,Gloversville,NY,Fulton County,Gloversville,0.05377907
City,Gold Bar,WA,Snohomish County,Gold Bar,2.401782767
City,Gold Beach,OR,Curry County,Gold Beach,2.951185495
City,Gold Hill,OR,Jackson County,Gold Hill,5.161490683
Neighborhood,Golden Valley,NV,Washoe County,Reno,4.532041344
City,Graham,NC,Alamance County,Graham,5.743362832
City,Gramercy,LA,Saint James Parish,Gramercy,-7.112804878
Neighborhood,Granada Hills,CA,Los Angeles County,Los Angeles,0.993675767
City,Grand Junction,CO,Mesa County,Grand Junction,4.458852868
City,Grand Prairie,TX,Dallas County,Grand Prairie,5.128436019
City,Grandy,NC,Currituck County,Grandy,1.614471453
City,Grants Pass,OR,Josephine County,Grants Pass,-0.325615051
City,Grayslake,IL,Lake County,Grayslake,0.951657459
City,Greenfield,CA,Monterey County,Greenfield,6.197295636
City,Greensburg,PA,Westmoreland County,Greensburg,0.866089274
City,Greenville,VA,Augusta County,Greenville,2.862898713
City,Greenwood,AR,Sebastian County,Greenwood,-0.190404798
City,Groesbeck,OH,Hamilton County,Groesbeck,1.290732436
City,Grosse Pointe,MI,Wayne County,Grosse Pointe,1.26941144
City,Grove,OK,Delaware County,Grove,2.279876161
City,Guadalupe,CA,Santa Barbara County,Guadalupe,-1.341085271
City,Guyton,GA,Effingham County,Guyton,7.821705426
City,Hailey,ID,Blaine County,Hailey,1.366108212
City,Halethorpe,MD,Baltimore County,Halethorpe,-1.176748582
City,Hamilton,VA,Loudoun County,Hamilton,1.958791721
City,Hammond,WI,Saint Croix County,Hammond,2.090990587
City,Hamtramck,MI,Wayne County,Hamtramck,16.6946848
City,Hansville,WA,Kitsap County,Hansville,0.959673865
City,Happy Valley,OR,Clackamas County,Happy Valley,-0.805663305
City,Harborcreek,PA,Erie County,Harborcreek,0.157501697
City,Harpers Ferry,WV,Jefferson County,Harpers Ferry,0.651206815
City,Harris,MN,Chisago County,Harris,7.729431027
City,Harrisonville,MO,Cass County,Harrisonville,0.977434679
Neighborhood,Harrisville,RI,Providence County,Burrillville,-2.433453237
City,Hartville,OH,Stark County,Hartville,2.129748685
City,Harvard,MA,Worcester County,Harvard,3.031750492
City,Haskell,TX,Haskell County,Haskell,-1.406392694
City,Hawks,MI,Presque Isle County,Hawks,8.784511785
City,Hayesville,NC,Clay County,Hayesville,0.478516775
City,Hayfield,MN,Dodge County,Hayfield,1.267926626
City,Hazelwood,MO,Saint Louis County,Hazelwood,1.322097378
City,Heber,CA,Imperial County,Heber,-1.682221185
City,Hendersonville,TN,Sumner County,Hendersonville,2.491034483
City,Herculaneum,MO,Jefferson County,Herculaneum,3.340107591
City,Hermiston,OR,Umatilla County,Hermiston,7.216569767
City,Hesperus,CO,La Plata County,Hesperus,3.321221297
City,Hewitt,TX,McLennan County,Hewitt,3.750911933
City,Hibbing,MN,Saint Louis County,Hibbing,1.882154882
City,Hickory Creek,TX,Denton County,Hickory Creek,-0.190532544
City,Highland Heights,OH,Cuyahoga County,Highland Heights,-0.811532508
City,Highlands,NC,Macon County,Highlands,5.318295171
City,Highlands,TX,Harris County,Highlands,3.294375
City,Highlandville,MO,Christian County,Highlandville,-1.060124787
City,Hilton,NY,Monroe County,Hilton,6.481327801
City,Hinckley,OH,Medina County,Hinckley,-0.06958187
City,Holcomb,MS,Grenada County,Holcomb,0.120082816
City,Holly Springs,GA,Cherokee County,Holly Springs,4.510718789
Neighborhood,Hollywood,CA,Los Angeles County,Los Angeles,2.705389493
City,Hollywood,FL,Broward County,Hollywood,1.332252252
City,Holmdel,NJ,Monmouth County,Holmdel,1.771680322
City,Holt,MI,Ingham County,Holt,3.48683274
City,Hopkinsville,KY,Christian County,Hopkinsville,3.60034904
City,Horseshoe Bend,ID,Boise County,Horseshoe Bend,8.133958724
City,Hudson,WI,Saint Croix County,Hudson,1.923122413
City,Hudsonville,MI,Ottawa County,Hudsonville,2.324187421
City,Hughes Springs,TX,Cass County,Hughes Springs,0.450505051
City,Hugoton,KS,Stevens County,Hugoton,-6.326065411
City,Humboldt,SD,Minnehaha County,Humboldt,-0.044862518
City,Huntington,NY,Suffolk County,Huntington,12.82921483
City,Huntley,MT,Yellowstone County,Huntley,3.200455581
City,Idyllwild,CA,Riverside County,Idyllwild,4.509561999
City,Ilion,NY,Herkimer County,Ilion,0.858374384
City,Independence,MN,Hennepin County,Independence,0.759516987
City,Independence,OH,Cuyahoga County,Independence,1.929697486
City,Indian River Shores,FL,Indian River County,Indian River Shores,-4.028868748
City,Indian Springs Village,AL,Shelby County,Indian Springs Village,1.895252226
City,Indianapolis,IN,Marion County,Indianapolis,5.784518828
City,Inver Grove Heights,MN,Dakota County,Inver Grove Heights,3.294996266
City,Inverness,FL,Citrus County,Inverness,2.943981832
City,Iron City,TN,Wayne County,Iron City,3.930985915
City,Irwin,PA,Westmoreland County,Irwin,-0.252568493
City,Islip,NY,Suffolk County,Islip,7.47827232
City,Jacksboro,TX,Jack County,Jacksboro,1.619178082
City,Jackson,GA,Butts County,Jackson,5.201487492
City,Jackson,NJ,Ocean County,Jackson,0.596056338
City,Jacksonville Beach,FL,Duval County,Jacksonville Beach,0.168933624
City,Jacobsburg,OH,Belmont County,Jacobsburg,-2.661473088
Neighborhood,Jamaica Estates,NY,Queens County,New York,7.034227567
City,Jamestown,TN,Fentress County,Jamestown,-0.564294632
City,Jasper,GA,Pickens County,Jasper,3.350485437
City,Jasper,IN,Dubois County,Jasper,3.666464524
City,Jemison,AL,Chilton County,Jemison,-2.180628272
City,Jerome,IL,Sangamon County,Jerome,-1.647509579
City,Jessup,MD,Howard County,Jessup,2.507284382
City,Jim Thorpe,PA,Carbon County,Jim Thorpe,0.19058296
City,Johnsburg,IL,McHenry County,Johnsburg,5.656969697
City,Johnston City,IL,Williamson County,Johnston City,-6.824959481
City,Joliet,IL,Will County,Joliet,1.623783032
City,Jordan,MN,Scott County,Jordan,2.724703419
City,Juda,WI,Green County,Juda,1.858950032
City,Kannapolis,NC,Cabarrus County,Kannapolis,6.407616361
City,Kaysville,UT,Davis County,Kaysville,6.344457978
City,Kechi,KS,Sedgwick County,Kechi,3.507005708
City,Keenesburg,CO,Weld County,Keenesburg,1.552472859
City,Kennesaw,GA,Cobb County,Kennesaw,3.756677796
City,Kenneth City,FL,Pinellas County,Kenneth City,0.27898764
City,Kent,CT,Litchfield County,Kent,-2.056853363
City,Kent Lakes,NY,Putnam County,Kent Lakes,4.136670762
City,Ketchikan,AK,Ketchikan Gateway Borough,Ketchikan,0.216302187
City,Kiawah Island,SC,Charleston County,Kiawah Island,0.057888643
City,Kingsbury,NY,Washington County,Kingsbury,2.316002311
City,Kingsport,TN,Sullivan County,Kingsport,1.720823799
City,Kingsville,MD,Baltimore County,Kingsville,2.588794654
City,Kinsey,AL,Houston County,Kinsey,-11.0013245
City,Kiowa,KS,Barber County,Kiowa,0.050526316
City,Kirkland,NY,Oneida County,Kirkland,1.52672956
City,Krugerville,TX,Denton County,Krugerville,1.08492823
City,Kulpsville,PA,Montgomery County,Kulpsville,-0.757131843
City,La Grange Park,IL,Cook County,La Grange Park,-4.397251718
City,La Marque,TX,Galveston County,La Marque,1.247683235
City,La Salle,IL,La Salle County,La Salle,-5.601756955
City,La Vista,NE,Sarpy County,La Vista,7.791414419
City,Labelle,FL,Hendry County,Labelle,3.435341365
City,Laflin,PA,Luzerne County,Laflin,3.809146341
Neighborhood,Lake Balboa,CA,Los Angeles County,Los Angeles,0.413821954
City,Lake Carmel,NY,Putnam County,Lake Carmel,6.162817115
City,Lake City,MN,Wabasha County,Lake City,2.777563794
City,Lake City,SC,Florence County,Lake City,9.542600897
City,Lake Crystal,MN,Blue Earth County,Lake Crystal,1.466073415
City,Lake Delton,WI,Sauk County,Lake Delton,-2.333333333
City,Lake Forest,CA,Orange County,Lake Forest,-1.396388771
City,Lake Kiowa,TX,Cooke County,Lake Kiowa,0.809220986
City,Lake Leelanau,MI,Leelanau County,Lake Leelanau,-1.312785388
City,Lake Luzerne,NY,Warren County,Lake Luzerne,-4.326040555
City,Lake Mary,FL,Seminole County,Lake Mary,4.749917952
City,Lakeside,VA,Henrico County,Lakeside,0.634887376
City,Lakeville,MN,Dakota County,Lakeville,2.742913832
City,Lakewood,NY,Chautauqua County,Lakewood,5.851190476
City,Land O Lakes,FL,Pasco County,Land O Lakes,1.636576788
City,Lansing,IA,Allamakee County,Lansing,5.103122731
City,Lantana,TX,Denton County,Lantana,0.986100769
City,Laramie,WY,Albany County,Laramie,2.524283935
City,Lascassas,TN,Rutherford County,Lascassas,0.460415907
City,Latrobe,PA,Westmoreland County,Latrobe,-3.373467113
City,Lawrence,KS,Douglas County,Lawrence,4.750952381
City,Leavenworth,KS,Leavenworth County,Leavenworth,2.538574578
City,Lebanon,IN,Boone County,Lebanon,2.450037566
City,Lebanon,NH,Grafton County,Lebanon,2.412031314
City,Lebanon,OR,Linn County,Lebanon,6.057983943
City,Leesburg,VA,Loudoun County,Leesburg,2.167568576
City,Lexington,MN,Anoka County,Lexington,3.583078936
City,Lexington,SC,Lexington County,Lexington,1.658682635
City,Liberty Hill,TX,Williamson County,Liberty Hill,2.07926479
City,Libertyville,IL,Lake County,Libertyville,-1.100618459
City,Lilesville,NC,Anson County,Lilesville,-4.463312369
City,Lima,OH,Allen County,Lima,-1.350332594
City,Limestone,TN,Washington County,Limestone,2.380345086
City,Lincoln,NE,Lancaster County,Lincoln,3.65087146
Neighborhood,Lincroft,NJ,Monmouth County,Middletown,-0.206058471
City,Linden,CA,San Joaquin County,Linden,1.272219926
City,Linden,NC,Cumberland County,Linden,2.698190309
City,Lindenwold,NJ,Camden County,Lindenwold,6.03116407
City,Lisbon,IA,Linn County,Lisbon,2.665816327
City,Lisle,IL,DuPage County,Lisle,0.991957105
City,Litchfield,IL,Montgomery County,Litchfield,1.673758865
City,Litchfield Park,AZ,Maricopa County,Litchfield Park,3.389415723
City,Lithopolis,OH,Fairfield County,Lithopolis,3.003491925
City,Little Elm,TX,Denton County,Little Elm,1.819926199
City,Live Oak,FL,Suwannee County,Live Oak,3.307811292
City,Live Oak,TX,Bexar County,Live Oak,-1.682758621
City,Livermore,CA,Alameda County,Livermore,-3.300447284
City,Livonia,MI,Wayne County,Livonia,3.675047438
City,Locust Valley,NY,Nassau County,Locust Valley,-1.451845494
City,Lodi,OH,Medina County,Lodi,-0.789185489
City,Lone Tree,IA,Johnson County,Lone Tree,6.810410959
City,Longmont,CO,Boulder County,Longmont,1.417515275
City,Longswamp,PA,Berks County,Longswamp,-0.453493753
City,Lonsdale,MN,Rice County,Lonsdale,5.024187153
City,Lopatcong,NJ,Warren County,Lopatcong,-0.676102088
City,Lorain,OH,Lorain County,Lorain,3.333333333
City,Lorena,TX,McLennan County,Lorena,-0.245653393
City,Lorida,FL,Highlands County,Lorida,-6.430858806
City,Loris,SC,Horry County,Loris,4.540316503
City,Los Altos Hills,CA,Santa Clara County,Los Altos Hills,-8.990149101
City,Los Fresnos,TX,Cameron County,Los Fresnos,4.134575569
City,Lost Creek,WV,Harrison County,Lost Creek,0.984522786
City,Loudon,NH,Merrimack County,Loudon,0.074402467
City,Lower Makefield,PA,Bucks County,Lower Makefield,1.898883929
City,Lucerne,CA,Lake County,Lucerne,6.608607595
City,Luck,WI,Polk County,Luck,-2.153455929
City,Lummi Island,WA,Whatcom County,Lummi Island,3.186468263
City,Lyndeborough,NH,Hillsborough County,Lyndeborough,2.949259259
City,Lynnwood,WA,Snohomish County,Lynnwood,-0.090763374
City,Lynwood,CA,Los Angeles County,Lynwood,2.650932535
City,Mabel,MN,Fillmore County,Mabel,-0.646755922
City,Maben,MS,Webster County,Maben,-3.921604376
City,Mableton,GA,Cobb County,Mableton,3.646230699
City,Machesney Park,IL,Winnebago County,Machesney Park,2.354951797
City,Macomb,IL,McDonough County,Macomb,1.708988764
City,Macon,GA,Bibb County,Macon,1.428388747
City,Madera,CA,Madera County,Madera,3.670416667
City,Madison,CT,New Haven County,Madison,-3.291646192
City,Madison,IN,Jefferson County,Madison,2.340840841
City,Madison,NE,Madison County,Madison,-2.457272727
City,Madrid,IA,Boone County,Madrid,2.01021021
City,Manawa,WI,Waupaca County,Manawa,2.552780016
City,Manchester,MO,Saint Louis County,Manchester,1.647758826
City,Mannington,NJ,Salem County,Mannington,-11.84719101
City,Mannington,WV,Marion County,Mannington,-3.458333333
City,Manor,PA,Westmoreland County,Manor,-2.493481095
City,Manorhaven,NY,Nassau County,Manorhaven,1.507965134
City,Mantoloking,NJ,Ocean County,Mantoloking,5.027256741
City,Manvel,TX,Brazoria County,Manvel,3.194319363
City,Maple Shade,NJ,Burlington County,Maple Shade,2.082962138
City,Marcy,NY,Oneida County,Marcy,3.476821192
City,Marianna,FL,Jackson County,Marianna,2.009285051
City,Maricopa,AZ,Pinal County,Maricopa,7.072599532
City,Marietta,OH,Washington County,Marietta,-3.259529603
City,Marion,IA,Linn County,Marion,3.736206897
City,Marion,MT,Flathead County,Marion,-0.537854031
City,Marshall,VA,Fauquier County,Marshall,2.301560215
City,Martic,PA,Lancaster County,Martic,-0.986369832
City,Martins Ferry,OH,Belmont County,Martins Ferry,-4.403812825
City,Martinsville,VA,Henry County,Martinsville,-1.586021505
City,Mashpee,MA,Barnstable County,Mashpee,1.840611354
City,Mastic,NY,Suffolk County,Mastic,3.968978888
City,Maywood,CA,Los Angeles County,Maywood,0.702528626
City,Mc Farland,WI,Dane County,Mc Farland,3.212916962
City,McCall,ID,Valley County,McCall,6.299631832
City,McComb,MS,Pike County,McComb,-1.015416238
City,McComb,OH,Hancock County,McComb,1.773457312
City,McDonough,GA,Henry County,McDonough,6.09446093
City,McKinney,TX,Collin County,McKinney,-0.87724359
City,McMinnville,OR,Yamhill County,McMinnville,4.062077443
City,Medford,MN,Steele County,Medford,2.765206813
City,Medford Lakes,NJ,Burlington County,Medford Lakes,-1.71388695
City,Medicine Lodge,KS,Barber County,Medicine Lodge,-0.327464789
City,Melbourne Beach,FL,Brevard County,Melbourne Beach,3.861863354
City,Memphis,TN,Shelby County,Memphis,2.063953488
City,Merchantville,NJ,Camden County,Merchantville,-0.291267943
City,Mexico Beach,FL,Bay County,Mexico Beach,-3.256400742
City,Miami Shores,FL,Miami-Dade County,Miami Shores,-5.334044203
City,Middletown,PA,Dauphin County,Middletown,3.427790788
City,Midland,GA,Muscogee County,Midland,3.301342009
City,Millbury,MA,Worcester County,Millbury,3.136181575
City,Millville,UT,Cache County,Millville,7.188907015
City,Milton,WV,Cabell County,Milton,3.572496263
City,Milton Freewater,OR,Umatilla County,Milton Freewater,5.518065268
City,Minden,NV,Douglas County,Minden,3.251889729
City,Mineral Ridge,OH,Trumbull County,Mineral Ridge,2.043248014
City,Minoa,NY,Onondaga County,Minoa,5.818312906
City,Mobile,AL,Mobile County,Mobile,0.932885906
City,Mogadore,OH,Portage County,Mogadore,0.00665779
City,Mohave Valley,AZ,Mohave County,Mohave Valley,5.181921546
City,Mokena,IL,Will County,Mokena,3.544267516
City,Moline,IL,Rock Island County,Moline,2.627394636
City,Monroe,LA,Ouachita Parish,Monroe,-2.194154489
City,Monrovia,CA,Los Angeles County,Monrovia,0.676233564
Neighborhood,Monsey,NY,Rockland County,Ramapo,8.756324087
City,Montclair,CA,San Bernardino County,Montclair,2.014519475
City,Montgomery,AL,Montgomery County,Montgomery,0.85472155
City,Moonachie,NJ,Bergen County,Moonachie,4.25602571
City,Moraga,CA,Contra Costa County,Moraga,0.942395794
City,Moreland Hills,OH,Cuyahoga County,Moreland Hills,1.843365833
City,Morristown,TN,Hamblen County,Morristown,-1.241013072
City,Morrisville,PA,Bucks County,Morrisville,4.937888199
City,Moss Point,MS,Jackson County,Moss Point,1.359550562
City,Motley,MN,Morrison County,Motley,-0.126126126
City,Mount Airy,MD,Frederick County,Mount Airy,1.576692989
City,Mount Carmel,OH,Clermont County,Mount Carmel,7.006105834
City,Mount Holly Springs,PA,Cumberland County,Mount Holly Springs,-2.820138355
City,Mount Jackson,VA,Shenandoah County,Mount Jackson,1.60779384
City,Mount Olive,NC,Wayne County,Mount Olive,0.250297974
City,Mount Shasta,CA,Siskiyou County,Mount Shasta,1.9214355
City,Mount Vernon,WA,Skagit County,Mount Vernon,6.1
City,Mountain Home,AR,Baxter County,Mountain Home,1.536512668
City,Mountain Lakes,NJ,Morris County,Mountain Lakes,-2.434959884
City,Mountain View,CA,Santa Clara County,Mountain View,-5.965620828
